stem,version,course_id,crn,section,file_size_kb,s0_status,source_pdf,page_count,body_font_size_pt,annotated_lines,plain_lines,annotated_tokens,s1_status,s1_md_file,sections_stripped,tokens_stripped,tokens_remaining,reduction_pct,reduction_notes,strip_type_counts,stripped_headers,new_bp_candidates,s2_status,s2_md_file,input_tokens,chunk_count,avg_chunk_tokens,chunk_size_setting,overlap_setting,llm_status,llm_error,s3_status,s3_json_file,processed_at,validation_feedback
202611_CSCE_765_600_58433,v010,CSCE 765,58433,600,2701.1,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_CSCE_765_600_58433.pdf"", ""202611_CSCE_765_600_58433.pdf"")",13,11.0,106,286,5141,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_765_600_58433_v010.md"", ""202611_CSCE_765_600_58433_v010.md"")",15,2923,2177,57.3,,"TAMU_POLICY:11,DEPT_HEADER:2,TECH_SUPPORT:2","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TECH_SUPPORT] Learning Resources | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA)",7 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_765_600_58433_v010.md"", ""202611_CSCE_765_600_58433_v010.md"")",2000,4,584,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_765_600_58433_v010.json"", ""202611_CSCE_765_600_58433_v010.json"")",2026-03-11T01:53:10.844328,
202611_CSCE_752_700_59904,v010,CSCE 752,59904,700,205.0,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_752_700_59904.pdf"", ""202611_CSCE_752_700_59904.pdf"")",14,11.0,28,352,5708,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_752_700_59904_v010.md"", ""202611_CSCE_752_700_59904_v010.md"")",14,2708,2962,47.8,,"TAMU_POLICY:12,DEPT_HEADER:2","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",3 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_752_700_59904_v010.md"", ""202611_CSCE_752_700_59904_v010.md"")",2935,5,675,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_752_700_59904_v010.json"", ""202611_CSCE_752_700_59904_v010.json"")",2026-03-11T01:53:06.595457,
202611_CSCE_752_600_58432,v010,CSCE 752,58432,600,209.2,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_CSCE_752_600_58432.pdf"", ""202611_CSCE_752_600_58432.pdf"")",15,11.0,30,366,5853,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_752_600_58432_v010.md"", ""202611_CSCE_752_600_58432_v010.md"")",15,2818,2994,48.5,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",3 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_752_600_58432_v010.md"", ""202611_CSCE_752_600_58432_v010.md"")",2965,5,678,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_752_600_58432_v010.json"", ""202611_CSCE_752_600_58432_v010.json"")",2026-03-11T01:53:01.030133,
202611_CSCE_749_600_58606,v010,CSCE 749,58606,600,249.5,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_CSCE_749_600_58606.pdf"", ""202611_CSCE_749_600_58606.pdf"")",11,11.0,123,198,4739,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_749_600_58606_v010.md"", ""202611_CSCE_749_600_58606_v010.md"")",16,3096,1599,65.9,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:2","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TECH_SUPPORT] Learning Resources | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",10 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_749_600_58606_v010.md"", ""202611_CSCE_749_600_58606_v010.md"")",1398,3,535,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_749_600_58606_v010.json"", ""202611_CSCE_749_600_58606_v010.json"")",2026-03-11T01:52:56.222401,
202611_CSCE_748_600_46626,v010,CSCE 748,46626,600,184.5,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_CSCE_748_600_46626.pdf"", ""202611_CSCE_748_600_46626.pdf"")",11,11.0,29,276,4206,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_748_600_46626_v010.md"", ""202611_CSCE_748_600_46626_v010.md"")",15,2818,1347,67.7,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",3 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_748_600_46626_v010.md"", ""202611_CSCE_748_600_46626_v010.md"")",1320,3,511,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_748_600_46626_v010.json"", ""202611_CSCE_748_600_46626_v010.json"")",2026-03-11T01:52:50.594631,
202611_CSCE_735_700_42400,v010,CSCE 735,42400,700,220.0,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_735_700_42400.pdf"", ""202611_CSCE_735_700_42400.pdf"")",10,11.0,39,252,3868,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_735_700_42400_v010.md"", ""202611_CSCE_735_700_42400_v010.md"")",15,2957,871,77.2,"thin_syllabus: 77.2% stripped, 871 tokens remaining","TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",3 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_735_700_42400_v010.md"", ""202611_CSCE_735_700_42400_v010.md"")",845,2,477,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_735_700_42400_v010.json"", ""202611_CSCE_735_700_42400_v010.json"")",2026-03-11T01:52:46.030688,
202611_CSCE_735_600_42401,v010,CSCE 735,42401,600,217.4,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_CSCE_735_600_42401.pdf"", ""202611_CSCE_735_600_42401.pdf"")",10,11.0,39,235,3848,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_735_600_42401_v010.md"", ""202611_CSCE_735_600_42401_v010.md"")",15,2957,850,77.7,"thin_syllabus: 77.7% stripped, 850 tokens remaining","TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",3 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_735_600_42401_v010.md"", ""202611_CSCE_735_600_42401_v010.md"")",824,2,468,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_735_600_42401_v010.json"", ""202611_CSCE_735_600_42401_v010.json"")",2026-03-11T01:52:41.909578,
202611_CSCE_727_600_58447,v010,CSCE 727,58447,600,251.4,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_CSCE_727_600_58447.pdf"", ""202611_CSCE_727_600_58447.pdf"")",10,11.0,39,250,3792,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_727_600_58447_v010.md"", ""202611_CSCE_727_600_58447_v010.md"")",15,2957,795,78.8,"thin_syllabus: 78.8% stripped, 795 tokens remaining","TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",3 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_727_600_58447_v010.md"", ""202611_CSCE_727_600_58447_v010.md"")",769,2,443,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_727_600_58447_v010.json"", ""202611_CSCE_727_600_58447_v010.json"")",2026-03-11T01:52:36.350129,
202611_CSCE_726_600_58445,v010,CSCE 726,58445,600,368.6,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_CSCE_726_600_58445.pdf"", ""202611_CSCE_726_600_58445.pdf"")",14,11.0,213,200,5495,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_726_600_58445_v010.md"", ""202611_CSCE_726_600_58445_v010.md"")",15,2957,2497,54.2,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",11 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_726_600_58445_v010.md"", ""202611_CSCE_726_600_58445_v010.md"")",2067,4,601,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_726_600_58445_v010.json"", ""202611_CSCE_726_600_58445_v010.json"")",2026-03-11T01:52:32.336470,
202611_CSCE_714_700_55832,v010,CSCE 714,55832,700,276.9,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_714_700_55832.pdf"", ""202611_CSCE_714_700_55832.pdf"")",14,12.0,258,309,4879,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_714_700_55832_v010.md"", ""202611_CSCE_714_700_55832_v010.md"")",15,3317,1522,68.5,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",4 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_714_700_55832_v010.md"", ""202611_CSCE_714_700_55832_v010.md"")",1326,3,540,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_714_700_55832_v010.json"", ""202611_CSCE_714_700_55832_v010.json"")",2026-03-11T01:52:26.750639,
202611_CSCE_714_600_58443,v010,CSCE 714,58443,600,277.0,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_CSCE_714_600_58443.pdf"", ""202611_CSCE_714_600_58443.pdf"")",14,12.0,258,309,4879,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_714_600_58443_v010.md"", ""202611_CSCE_714_600_58443_v010.md"")",15,3317,1522,68.5,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",4 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_714_600_58443_v010.md"", ""202611_CSCE_714_600_58443_v010.md"")",1326,3,540,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_714_600_58443_v010.json"", ""202611_CSCE_714_600_58443_v010.json"")",2026-03-11T01:52:16.095947,
202611_CSCE_704_600_58431,v010,CSCE 704,58431,600,968.3,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_CSCE_704_600_58431.pdf"", ""202611_CSCE_704_600_58431.pdf"")",13,11.0,93,313,5346,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_704_600_58431_v010.md"", ""202611_CSCE_704_600_58431_v010.md"")",16,3149,2154,59.4,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:2","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TECH_SUPPORT] Learning Resources | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",5 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_704_600_58431_v010.md"", ""202611_CSCE_704_600_58431_v010.md"")",2061,4,590,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_704_600_58431_v010.json"", ""202611_CSCE_704_600_58431_v010.json"")",2026-03-11T01:52:02.805290,
202611_CSCE_689_606_59359,v010,CSCE 689,59359,606,289.4,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_689_606_59359.pdf"", ""202611_CSCE_689_606_59359.pdf"")",14,11.0,174,202,4924,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_689_606_59359_v010.md"", ""202611_CSCE_689_606_59359_v010.md"")",17,2972,1905,60.9,,"TAMU_POLICY:13,DEPT_HEADER:2,TECH_SUPPORT:2","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TECH_SUPPORT] Learning Resources | [TAMU_POLICY] College and Department Policies | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",7 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_689_606_59359_v010.md"", ""202611_CSCE_689_606_59359_v010.md"")",1584,3,605,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_689_606_59359_v010.json"", ""202611_CSCE_689_606_59359_v010.json"")",2026-03-11T01:51:57.441369,
202611_CSCE_689_605_59358,v010,CSCE 689,59358,605,329.8,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_689_605_59358.pdf"", ""202611_CSCE_689_605_59358.pdf"")",11,11.0,42,281,4583,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_689_605_59358_v010.md"", ""202611_CSCE_689_605_59358_v010.md"")",15,2957,1585,65.1,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",4 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_689_605_59358_v010.md"", ""202611_CSCE_689_605_59358_v010.md"")",1553,3,585,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_689_605_59358_v010.json"", ""202611_CSCE_689_605_59358_v010.json"")",2026-03-11T01:51:53.331580,
202611_CSCE_689_603_59354,v010,CSCE 689,59354,603,266.6,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_689_603_59354.pdf"", ""202611_CSCE_689_603_59354.pdf"")",12,11.0,196,203,4238,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_689_603_59354_v010.md"", ""202611_CSCE_689_603_59354_v010.md"")",15,2957,1240,70.4,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",3 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_689_603_59354_v010.md"", ""202611_CSCE_689_603_59354_v010.md"")",859,2,496,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_689_603_59354_v010.json"", ""202611_CSCE_689_603_59354_v010.json"")",2026-03-11T01:51:44.223495,
